DATE,TIME,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%),Substation Shutdown,F1,F2,F3,F4,Jul-Oct-,Rainy,0
,20-00,11.6,51,0.96,983.6940074474378,0,2,77,90,,,,,,,,
,21-00,11.6,51,0.96,983.6940074474378,0,2,77,90,,,,,,,,
,22-00,11.7,46,0.96,894.9021548482268,0,2,76,85,,,,,,,,
,23-00,11.7,45,0.96,875.4477601776132,0,2,76,85,,,,,,,,
,24-00,11.7,40,0.96,778.175786824545,0,2,76,85,,,,,,,,
2021-06-12,01-00,11.7,38,0.97,746.967695373769,0,2,81,81,,,,,,,,
,02-00,11.7,36,0.97,707.6536061435706,0,2,81,81,,,,,,,,
,03-00,11.7,36,0.97,707.6536061435706,0,2,81,81,,,,,,,,
,04-00,11.7,36,0.97,707.6536061435706,0,2,87,64,,,1.0,,,,,
,05-00,11.7,36,0.97,707.6536061435706,0,2,87,64,,,1.0,,,,,
,06-00,11.7,53,0.97,1041.8233646002568,0,2,87,64,,,1.0,,,,,
,07-00,11.7,65,0.97,1277.7078999814469,0,2,88,55,,,1.0,,,,,
,08-00,11.5,48,0.97,927.4092844046795,0,2,88,55,,,,,,,,
,09-00,11.6,48,0.97,935.4737129647202,0,2,88,55,,,,,,,,
,10-00,11.7,55,0.97,1081.1374538304551,0,2,87,64,,,,,,,,
,11-00,11.7,52,0.97,1022.1663199851577,0,2,87,64,1.0,,,,,,,
,12-00,11.6,52,0.97,1013.4298557117801,0,2,87,64,1.0,,,,,,,
,13-00,11.5,66,0.97,1275.1877660564344,0,2,84,73,,,,,,,,
,14-00,11.5,63,0.97,1217.224685781142,0,2,84,73,,,,,,,,
,15-00,11.4,60,0.97,1149.1810698057986,0,2,84,73,,,,,,,,
,16-00,11.5,57,0.97,1101.2985252305568,0,2,84,69,,,,,,,,
,17-00,11.5,56,0.97,1081.9774984721262,0,2,84,69,,,,,,,,
,18-00,11.5,55,0.97,1062.6564717136953,0,2,84,69,,,,,,,,
,19-00,11.6,56,0.97,1091.3859984588403,0,2,83,59,,,,,,,,
,20-00,11.7,54,0.97,1061.480409215356,0,2,83,59,,,,,,,,
,21-00,11.7,53,0.97,1041.8233646002568,0,2,83,59,,,,,,,,
,22-00,11.7,46,0.97,904.2240522945625,0,2,80,73,,,,,,,,
,23-00,11.7,45,0.97,884.5670076794634,0,2,80,73,,,,,,,,
,24-00,11.7,41,0.97,805.9388292190666,0,2,80,73,,,,,,,,
2021-06-13,01-00,11.6,51,0.99,1014.4344451801703,1,2,82,68,,,,,,,,
,02-00,11.6,51,0.99,1014.4344451801703,1,2,82,68,,,,,,,,
,03-00,11.6,51,0.99,1014.4344451801703,1,2,82,68,,,,,,,,
,04-00,11.6,51,0.99,1014.4344451801703,1,2,88,58,,,,,,,,
,05-00,11.6,51,0.99,1014.4344451801703,1,2,88,58,,,,,,,,
,06-00,11.6,52,0.99,1034.325316654291,1,2,88,58,,,,,,,,
,07-00,11.4,61,0.99,1192.4234502675633,1,2,93,47,,,,,,,,
,08-00,11.4,64,0.99,1251.0672265102303,1,2,93,47,,,,,,,,
,09-00,11.4,59,0.99,1153.3275994391186,1,2,93,47,,,,,,,,
,10-00,11.5,62,0.99,1222.6027035386433,1,2,85,60,,,,,,,,
,11-00,11.4,60,0.99,1172.875524853341,1,2,85,60,,,,,,,,
,12-00,11.4,64,0.99,1251.0672265102303,1,2,85,60,,,,,,,,
,13-00,11.4,77,0.99,1505.1902568951207,1,2,80,85,,,,1.0,,,,
,14-00,11.5,66,0.99,1301.48029731533,1,2,80,85,,,,,,,,
,15-00,11.5,66,0.99,1301.48029731533,1,2,80,85,,,,,,,,
,16-00,11.5,66,0.99,1301.48029731533,1,2,75,87,,,,,,,,
,17-00,11.5,74,0.99,1459.2354848687032,1,2,75,87,,,,,,,,
,18-00,11.6,34,0.99,676.2896301201134,1,2,75,87,,,,,,,,
,19-00,11.6,52,0.99,1034.325316654291,1,2,83,74,,,,,,,,
,20-00,11.6,50,0.99,994.5435737060492,1,2,83,74,,,,,,,,
,21-00,11.6,48,0.99,954.7618307578073,1,2,83,87,,,,,,,,
,22-00,11.7,46,0.99,922.8678471872339,1,2,74,87,,,,,,,,
,23-00,11.7,42,0.99,842.6184691709527,1,2,74,87,,,,,,,,
,24-00,11.7,40,0.99,802.4937801628121,1,2,74,85,,,,,,,,
2021-06-14,01-00,11.7,38,0.98,754.6683932642202,0,2,79,85,,,,,,,,
,02-00,11.7,38,0.98,754.6683932642202,0,2,79,85,,,,,,,,
,03-00,11.7,36,0.98,714.9490041450507,0,2,79,77,,,,,,,,
,04-00,11.7,34,0.98,675.2296150258812,0,2,82,77,,,,,,,,
,05-00,11.7,32,0.98,635.5102259067118,0,2,82,77,,,,,,,,
,06-00,11.7,30,0.98,595.7908367875423,0,2,82,64,,,,,,,,
,07-00,11.7,50,0.98,992.9847279792372,0,2,88,64,,,,,,,,
,08-00,11.6,52,0.98,1023.8775861830356,0,2,88,64,,,,,,,,
,09-00,11.6,55,0.98,1082.9474469243648,0,2,88,58,,,,,,,,
,10-00,11.6,42,0.98,826.9780503786058,0,2,90,58,,,,,,,,
,11-00,11.6,50,0.98,984.4976790221497,0,2,90,58,,,,,,,,
,12-00,11.5,51,0.98,995.5308426663635,0,2,90,58,,,,,,,,
,13-00,11.5,52,0.98,1015.0510552676648,0,2,86,67,,,,,,,,
,14-00,11.6,54,0.98,1063.2574933439216,0,2,86,67,,,,,,,,
,15-00,11.6,52,0.98,1023.8775861830356,0,2,86,67,,,,,,,,
,16-00,11.6,50,0.98,984.4976790221497,0,2,85,62,,,,,,,,
,17-00,11.6,55,0.98,1082.9474469243648,0,2,85,62,,,,,,,,
,18-00,11.5,58,0.98,1132.1723308754722,0,2,85,62,,,,,,,,
,19-00,11.6,55,0.98,1082.9474469243648,0,2,74,87,,,,,,,,
,20-00,11.6,50,0.98,984.4976790221497,0,2,74,87,,,,,,,,
,21-00,11.6,46,0.98,905.7378647003777,0,2,74,87,,,,,,,,
,22-00,11.7,45,0.98,893.6862551813134,0,2,76,90,,,,,,,,
,23-00,11.7,40,0.98,794.3877823833897,0,2,76,90,,,,,,,,
,24-00,11.8,39,0.98,781.1479860103333,0,2,76,90,,,,,,,,
2021-06-15,01-00,11.8,39,0.99,789.1188838267653,0,2,77,91,,,,,,,,
,02-00,11.8,39,0.99,789.1188838267653,0,2,77,91,,,,,,,,
,03-00,11.8,38,0.99,768.8850662927457,0,2,77,91,,,,,,,,
,04-00,11.7,38,0.99,762.3690911546714,0,2,79,89,,,,,,,,
,05-00,11.6,45,0.99,895.0892163354443,0,2,79,89,,,,,,,,
,06-00,11.4,56,0.99,1094.6838231964514,0,2,79,89,,,,,,,,
,07-00,11.5,57,0.99,1124.005711317785,0,2,87,60,,,,,,,,
,08-00,11.4,61,0.99,1192.4234502675633,0,2,87,60,,,,,,,,
,09-00,11.3,60,0.99,1162.5871430563818,0,2,87,60,,,,,,,,
,10-00,11.3,60,0.99,1162.5871430563818,0,2,79,85,,,,,,,,
,11-00,11.4,58,0.99,1133.7796740248962,0,2,79,85,,,,,,,,
,12-00,11.5,55,0.99,1084.5669144294416,0,2,79,85,,,,,,,,
,13-00,11.5,54,0.99,1064.8475159852699,0,2,79,86,,,,,,,,
,14-00,11.4,54,0.99,1055.5879723680068,0,2,79,86,,,,,,,,
,15-00,11.4,53,0.99,1036.0400469537844,0,2,79,86,,,,,,,,
,16-00,11.5,61,0.99,1202.8833050944718,0,2,80,80,,,,,,,,
,17-00,11.5,65,0.99,1281.7608988711581,0,2,80,80,,,,,,,,
,18-00,11.6,51,0.99,1014.4344451801703,0,2,80,80,,,,,,,,
,19-00,11.6,52,0.99,1034.325316654291,0,2,80,83,,,,,,,,
,20-00,11.6,50,0.99,994.5435737060492,0,2,80,83,,,,,,,,
,21-00,11.6,45,0.99,895.0892163354443,0,2,80,83,,,,,,,,
,22-00,11.6,44,0.99,875.1983448613232,0,2,77,82,,,,,,,,
,23-00,11.6,40,0.99,795.6348589648394,0,2,77,82,,,,,,,,
,24-00,11.7,40,0.99,802.4937801628121,0,2,77,82,,,,,,,,
2021-06-16,01-00,11.7,39,0.98,774.528087823805,0,2,89,73,,,,,,,,
,02-00,11.7,39,0.98,774.528087823805,0,2,89,73,,,,,,,,
,03-00,11.7,39,0.98,774.528087823805,0,2,89,73,,,,,,,,
,04-00,11.6,36,0.98,708.8383288959478,0,2,87,52,,,,,,,,
,05-00,11.6,35,0.98,689.1483753155047,0,2,87,52,,,,,,,,
,06-00,11.5,65,0.98,1268.813819084581,0,2,87,52,,,,,,,,
,07-00,11.3,64,0.98,1227.5667611531358,0,2,86,66,,,,,,,,
,08-00,11.2,72,0.98,1368.7912557990717,0,2,86,66,,,,,,,,
,09-00,11.2,69,0.98,1311.7582868074435,0,2,86,66,,,,,,,,
,10-00,11.3,68,0.98,1304.2896837252067,0,2,91,45,,,,,,,,
,11-00,11.3,64,0.98,1227.5667611531358,0,2,91,45,,,,,,,,
,12-00,11.3,66,0.98,1265.9282224391713,0,2,91,45,,,,,,,,
,13-00,11.4,64,0.98,1238.4301838182078,0,2,81,86,,,,,,,,
,14-00,11.4,64,0.98,1238.4301838182078,0,2,81,86,,,,,,,,
,15-00,11.4,64,0.98,1238.4301838182078,0,2,81,86,,,,,,,,
,16-00,11.3,71,0.98,1361.8318756542599,0,2,81,87,,,,,,,,
,17-00,11.4,75,0.98,1451.2853716619622,0,2,81,87,,,,,,,,
,18-00,11.5,57,0.98,1112.652118274171,0,2,81,87,,,,,,,,
,19-00,11.4,52,0.98,1006.2245243522938,0,2,79,84,,,,,,,,
,20-00,11.5,53,0.98,1034.571267868966,0,2,79,84,,,,,,,,
,21-00,11.6,50,0.98,984.4976790221497,0,2,79,84,,,,,,,,
,22-00,11.6,48,0.98,945.1177718612637,0,2,78,83,,,,,,,,
,23-00,11.6,46,0.98,905.7378647003777,0,2,78,83,,,,,,,,
,24-00,11.6,42,0.98,826.9780503786058,0,2,78,83,,,,,,,,
2021-06-17,01-00,11.6,57,0.98,1122.3273540852506,0,2,83,67,,,,,,,,
,02-00,11.6,57,0.98,1122.3273540852506,0,2,83,67,,,,,,,,
,03-00,11.6,57,0.98,1122.3273540852506,0,2,83,67,,,,,,,,
,04-00,11.5,60,0.98,1171.2127560780746,0,2,84,65,,,,,,,,
,05-00,11.4,65,0.98,1257.7806554403671,0,2,84,65,,,,,,,,
,06-00,11.3,72,0.98,1381.0126062972777,0,2,84,65,,,,,,,,
,07-00,11.3,68,0.98,1304.2896837252067,0,2,86,59,,,,,,,,
,08-00,11.3,65,0.98,1246.7474917961536,0,2,86,59,,,,,,,,
,09-00,11.3,50,0.98,959.0365321508873,0,2,86,59,,,,,,,,
,10-00,11.3,82,0.98,1572.8199127274552,0,2,89,55,,,,1.0,,,,
,11-00,11.4,60,0.98,1161.0282973295698,0,2,89,55,,,,,,,,
,12-00,11.4,64,0.98,1238.4301838182078,0,2,89,55,,,,,,,,
,13-00,11.4,66,0.98,1277.1311270625267,0,2,82,75,,,,,,,,
,14-00,11.5,57,0.98,1112.652118274171,0,2,82,75,,,,,,,,
,15-00,11.5,57,0.98,1112.652118274171,0,2,82,75,,,,,,,,
,16-00,11.4,70,0.98,1354.533013551165,0,2,82,75,,,,,,,,
,17-00,11.4,74,0.98,1431.9349000398026,0,2,82,75,,,,,,,,
,18-00,11.4,58,0.98,1122.3273540852506,0,2,82,75,,,,,,,,
,19-00,11.6,55,0.98,1082.9474469243648,0,2,80,75,,,,,,,,
,20-00,11.6,57,0.98,1122.3273540852506,0,2,80,75,,,,,,,,
,21-00,11.6,54,0.98,1063.2574933439216,0,2,80,75,,,,,,,,
,22-00,11.6,48,0.98,945.1177718612637,0,2,79,83,,,,,,,,
,23-00,11.6,42,0.98,826.9780503786058,0,2,79,83,,,,,,,,
,24-00,11.6,39,0.98,767.9081896372768,0,2,79,83,,,,,,,,
2021-06-18,01-00,11.7,48,0.99,962.9925361953744,0,2,84,64,,,,,,,,
,02-00,11.7,48,0.99,962.9925361953744,0,2,84,64,,,,,,,,
,03-00,11.7,48,0.99,962.9925361953744,0,2,84,64,,,,,,,,
,04-00,11.6,48,0.99,954.7618307578073,0,2,89,46,,,,,,,,
,05-00,11.6,54,0.99,1074.1070596025331,0,2,89,46,,,,,,,,
,06-00,11.5,58,0.99,1143.7251097619567,0,2,89,46,,,,,,,,
,07-00,11.4,67,0.99,1309.7110027528972,0,2,92,38,,,,,,,,
,08-00,11.3,68,0.99,1317.598762130566,0,2,92,38,,,,,,,,
,09-00,11.2,87,0.99,1670.8332038261626,0,2,92,38,,,,,,,,
,10-00,11.2,85,0.99,1632.4232451175153,0,2,86,59,,,,,,,,
,11-00,11.2,81,0.99,1555.6033277002205,0,2,86,59,,,,,,,,
,12-00,11.3,72,0.99,1395.104571667658,0,2,86,59,,,,,,,,
,13-00,11.3,66,0.99,1278.84585736202,0,2,86,58,,,,,,,,
,14-00,11.3,66,0.99,1278.84585736202,0,2,86,58,,,,,,,,
,15-00,11.3,65,0.99,1259.469404977747,0,2,86,58,,,,,,,,
,16-00,11.3,74,0.99,1433.8574764362043,0,2,85,60,,,,,,,,
,17-00,11.3,82,0.99,1588.8690955103884,0,2,85,60,,,,,,,,
,18-00,11.4,78,0.99,1524.738182309343,0,2,85,60,,,,,,,,
,19-00,11.6,53,0.99,1054.216188128412,0,2,81,84,,,,,,,,
,20-00,11.6,55,0.99,1093.9979310766541,0,2,81,84,,,,,,,,
,21-00,11.6,52,0.99,1034.325316654291,0,2,81,84,,,,,,,,
,22-00,11.6,42,0.99,835.4166019130813,0,2,79,64,,,,,,,,
,23-00,11.6,41,0.99,815.5257304389603,0,2,79,64,,,,,,,,
,24-00,11.6,40,0.99,795.6348589648394,0,2,79,64,,,,,,,,
2021-06-19,01-00,11.6,39,0.94,736.5649982235103,0,2,84,60,,,,,,,,
,02-00,11.6,29,0.94,547.7021781662,0,2,84,60,,,,,,,,
,03-00,11.6,38,0.94,717.6787162177793,0,2,84,60,,,,,,,,
,04-00,11.6,37,0.94,698.7924342120483,0,2,86,58,,,,,,,,
,05-00,11.5,61,0.94,1142.1316230189932,0,2,86,58,,,,,,,,
,06-00,11.3,68,0.94,1251.0533701037698,0,2,86,58,,,,,,,,
,07-00,11.2,72,0.94,1312.92222495013,0,2,91,47,,,,,,,,
,08-00,11.2,80,0.94,1458.802472166811,0,2,91,47,,,,,,,,
,09-00,11.2,80,0.94,1458.802472166811,0,2,91,47,,,,,,,,
,10-00,11.3,82,0.94,1508.6231815957224,0,2,89,54,,,,,,,,
,11-00,11.4,70,0.94,1299.2459517735663,0,2,89,54,,,,,,,,
,12-00,11.3,68,0.94,1251.0533701037698,0,2,89,54,,,,,,,,
,13-00,11.5,75,0.94,1404.260192236467,0,2,86,59,,,,,,,,
,14-00,11.4,70,0.94,1299.2459517735663,0,2,86,59,,,,,,,,
,15-00,11.3,72,0.94,1324.6447448157562,0,2,86,59,,,,,,,,
,16-00,11.3,76,0.94,1398.2361195277426,0,2,81,84,,,,,,,,
,17-00,11.3,81,0.94,1490.2253379177257,0,2,81,84,,,,,,,,
,18-00,11.5,68,0.94,1273.1959076277303,0,2,81,84,,,,,,,,
,19-00,11.5,48,0.94,898.726523031339,0,2,83,58,,,,,,,,
,20-00,11.5,54,0.94,1011.0673384102563,0,2,83,58,,,,,,,,
,21-00,11.5,52,0.94,973.6203999506172,0,2,83,58,,,,,,,,
,22-00,11.6,42,0.94,793.2238442407034,0,2,79,72,,,,,,,,
,23-00,11.6,41,0.94,774.3375622349724,0,2,79,72,,,,,,,,
,24-00,11.6,40,0.94,755.4512802292414,0,2,79,72,,,,,,,,
2021-06-20,01-00,11.6,40,0.98,787.5981432177198,1,2,84,63,,,,,,,,
,02-00,11.6,40,0.98,787.5981432177198,1,2,84,63,,,,,,,,
,03-00,11.6,54,0.98,1063.2574933439216,1,2,84,63,,,,,,,,
,04-00,11.5,64,0.98,1249.2936064832797,1,2,89,49,,,,,,,,
,05-00,11.4,70,0.98,1354.533013551165,1,2,89,49,,,,,,,,
,06-00,11.2,84,0.98,1596.9231317655835,1,2,89,49,,,,,,,,
,07-00,11.2,83,0.98,1577.9121421017076,1,2,92,38,,,,,,,,
,08-00,11.2,92,0.98,1749.0110490765915,1,2,92,38,,,,,,,,
,09-00,11.2,92,0.98,1749.0110490765915,1,2,92,38,,,,,,,,
,10-00,11.2,89,0.98,1691.9780800849635,1,2,94,33,,,,,,,,
,11-00,11.2,88,0.98,1672.9670904210875,1,2,94,33,,,,,,,,
,12-00,11.2,84,0.98,1596.9231317655835,1,2,94,33,,,,,,,,
,13-00,11.2,82,0.98,1558.9011524378316,1,2,89,49,,,,,,,,
,14-00,11.3,78,0.98,1496.0969901553842,1,2,89,49,,,,,,,,
,15-00,11.3,80,0.98,1534.4584514414196,1,2,89,49,,,,,,,,
,16-00,11.2,88,0.98,1672.9670904210875,1,2,84,74,,,,,,,,
,17-00,11.2,96,0.98,1825.0550077320956,1,2,84,74,,,,,,,,
,18-00,11.3,90,0.98,1726.265757871597,1,2,84,74,,,,,,,,
,19-00,11.5,52,0.98,1015.0510552676648,1,2,80,78,,,,,,,,
,20-00,11.5,57,0.98,1112.652118274171,1,2,80,78,,,,,,,,
,21-00,11.5,54,0.98,1054.0914804702672,1,2,80,78,,,,,,,,
,22-00,11.5,48,0.98,936.9702048624598,1,2,83,54,,,,,,,,
,23-00,11.5,45,0.98,878.409567058556,1,2,83,54,,,,,,,,
,24-00,11.6,40,0.98,787.5981432177198,1,2,83,54,,,,,,,,
2021-06-21,01-00,11.5,61,0.96,1166.4322958491846,0,2,85,58,,,,,,,,
,02-00,11.5,61,0.96,1166.4322958491846,0,2,85,58,,,,,,,,
,03-00,11.5,61,0.96,1166.4322958491846,0,2,85,58,,,,,,,,
,04-00,11.4,68,0.96,1288.9783545862977,0,2,91,45,,,,,,,,
,05-00,11.4,84,0.96,1592.2673791948384,0,2,91,45,,,,,,,,
,06-00,11.3,96,0.96,1803.7715674086894,0,2,91,45,,,,,,,,
,07-00,11.5,104,0.96,1988.6714552182818,0,2,95,36,,,,,,,,
,08-00,11.5,107,0.96,2046.0369779649632,0,2,95,36,,,,,,,,
,09-00,11.4,112,0.96,2123.0231722597846,0,2,95,36,,,,,,,,
,10-00,11.6,103,0.96,1986.6761326879625,0,2,94,33,,,,,,,,
,11-00,11.5,92,0.96,1759.209364231557,0,2,94,33,,,,,,,,
,12-00,11.5,92,0.96,1759.209364231557,0,2,94,33,,,,,,,,
,13-00,11.5,92,0.96,1759.209364231557,0,2,88,59,,,,,,,,
,14-00,11.7,89,0.96,1731.4411256846126,0,2,88,59,,,,,,,,
,15-00,11.6,90,0.96,1735.9306013778314,0,2,88,59,,,,,,,,
,16-00,11.5,98,0.96,1873.9404097249196,0,2,86,63,,,,,,,,
,17-00,11.4,107,0.96,2028.2453520696156,0,2,86,63,,,,,,,,
,18-00,11.5,101,0.96,1931.3059324716007,0,2,86,63,,,,,,,,
,19-00,11.3,46,0.96,864.3072093833304,0,2,84,56,,,,,,,,
,20-00,11.4,59,0.96,1118.3782782439937,0,2,84,56,,,,,,,,
,21-00,11.4,56,0.96,1061.5115861298923,0,2,84,56,,,,,,,,
,22-00,11.4,50,0.96,947.7782019016895,0,2,84,56,,,,,,,,
,23-00,11.5,48,0.96,917.8483639468993,0,2,84,56,,,,,,,,
,24-00,11.5,45,0.96,860.4828412002182,0,2,86,59,,,,,,,,
2021-06-22,01-00,11.5,61,0.97,1178.5826322642804,0,2,86,59,,,,,,,,
,02-00,11.5,61,0.97,1178.5826322642804,0,2,86,59,,,,,,,,
,03-00,11.5,61,0.97,1178.5826322642804,0,2,86,59,,,,,,,,
,04-00,11.4,68,0.97,1302.4052124465718,0,2,89,56,,,,,,,,
,05-00,11.3,80,0.97,1518.800712140997,0,2,89,56,,,,,,,,
,06-00,11.2,87,0.97,1637.0789976882602,0,2,89,56,,,,,,,,
,07-00,11.3,100,0.97,1898.5008901762462,0,2,93,37,,,,,,,,
,08-00,11.5,105,0.97,2028.7078096352363,0,2,93,37,,,,,,,,
,09-00,11.5,102,0.97,1970.744729359944,0,2,93,37,,,,,,,,
,10-00,11.5,91,0.97,1758.213435017205,0,2,93,39,,,,,,,,
,11-00,11.6,93,0.97,1812.4803188691453,0,2,93,39,,,,,,,,
,12-00,11.6,99,0.97,1929.4145329897353,0,2,93,39,,,,,,,,
,13-00,11.7,99,0.97,1946.0474168948192,0,2,88,56,,,,,,,,
,14-00,11.7,93,0.97,1828.105149204224,0,2,88,56,,,,,,,,
,15-00,11.6,97,0.97,1890.4364616162054,0,2,88,56,,,,,,,,
,16-00,11.6,102,0.97,1987.8816400500305,0,2,86,62,,,,,,,,
,17-00,11.6,92,0.97,1792.9912831823804,0,2,86,62,,,,,,,,
,18-00,11.8,91,0.97,1804.0798724524366,0,2,86,62,,,,,,,,
,19-00,11.5,54,0.97,1043.3354449552644,0,2,85,68,,,,,,,,
,20-00,11.5,56,0.97,1081.9774984721262,0,2,85,68,,,,,,,,
,21-00,11.5,55,0.97,1062.6564717136953,0,2,85,68,,,,,,,,
,22-00,11.5,51,0.97,985.372364679972,0,2,78,85,,,,,,,,
,23-00,11.5,48,0.97,927.4092844046795,0,2,78,85,,,,,,,,
,24-00,11.5,45,0.97,869.4462041293871,0,2,78,85,,,,,,,,
2021-06-23,01-00,11.5,65,0.96,1242.919659511426,0,2,82,84,,,,,,,,
,02-00,11.5,65,0.96,1242.919659511426,0,2,82,84,,,,,,,,
,03-00,11.5,65,0.96,1242.919659511426,0,2,82,84,,,,,,,,
,04-00,11.5,68,0.96,1300.2851822581074,0,2,86,66,,,,,,,,
,05-00,11.4,82,0.96,1554.356251118771,0,2,86,66,,,,,,,,
,06-00,11.3,84,0.96,1578.3001214826031,0,2,86,66,,,,,,,,
,07-00,11.5,93,0.96,1778.3312051471175,0,2,85,69,,,,,,,,
,08-00,11.5,108,0.96,2065.1588188805235,0,2,85,69,,,,,,,,
,09-00,11.4,106,0.96,2009.289788031582,0,2,85,69,,,,,,,,
,10-00,11.6,99,0.96,1909.5236615156143,0,2,85,75,,,,,,,,
,11-00,11.7,85,0.96,1653.6235470021581,0,2,85,75,,,,,,,,
,12-00,11.7,83,0.96,1614.714757660931,0,2,85,75,,,,,,,,
,13-00,11.8,87,0.96,1706.9984246882009,0,2,83,80,,,,,,,,
,14-00,11.8,81,0.96,1589.2743953993595,0,2,83,80,,,,,,,,
,15-00,11.5,76,0.96,1453.2599095825906,0,2,83,80,,,,,,,,
,16-00,11.5,80,0.96,1529.747273244832,0,2,82,81,,,,,,,,
,17-00,11.5,82,0.96,1567.990955075953,0,2,82,81,,,,,,,,
,18-00,11.7,80,0.96,1556.35157364909,0,2,82,81,,,,,,,,
,19-00,11.6,50,0.96,964.4058896543507,0,2,80,85,,,,,,,,
,20-00,11.6,59,0.96,1137.9989497921338,0,2,80,85,,,,,,,,
,21-00,11.6,55,0.96,1060.8464786197858,0,2,80,85,,,,,,,,
,22-00,11.6,50,0.96,964.4058896543507,0,2,80,79,,,,,,,,
,23-00,11.6,46,0.96,887.2534184820026,0,2,80,79,,,,,,,,
,24-00,11.6,45,0.96,867.9653006889157,0,2,80,79,,,,,,,,
2021-06-24,01-00,11.6,73,0.9,1320.0305614643926,0,2,83,70,,,,,,,,
,02-00,11.6,73,0.9,1320.0305614643926,0,2,83,70,,,,,,,,
,03-00,11.6,73,0.9,1320.0305614643926,0,2,83,70,,,,,,,,
,04-00,11.5,70,0.9,1254.8708100836513,0,2,86,64,,,,,,,,
,05-00,11.4,68,0.9,1208.4172074246542,0,2,86,64,,,,,,,,
,06-00,11.4,68,0.9,1208.4172074246542,0,2,86,64,,,,,,,,
,07-00,11.3,81,0.9,1426.811493751014,0,2,87,55,,,,,,,,
,08-00,11.2,84,0.9,1466.5620597847196,0,2,87,55,,,,,,,,
,09-00,11.2,88,0.9,1536.3983483458967,0,2,87,55,,,,,,,,
,10-00,11.4,90,0.9,1599.375715709101,0,2,89,52,,,,,,,,
,11-00,11.5,85,0.9,1523.7716979587199,0,2,89,52,,,,,,,,
,12-00,11.5,82,0.9,1469.991520383706,0,2,89,52,,,,,,,,
,13-00,11.5,83,0.9,1487.918246242044,0,2,83,67,,,,,,,,
,14-00,11.5,78,0.9,1398.2846169503546,0,2,83,67,,,,,,,,
,15-00,11.5,80,0.9,1434.1380686670302,0,2,83,67,,,,,,,,
,16-00,11.5,82,0.9,1469.991520383706,0,2,82,78,,,,,,,,
,17-00,11.5,87,0.9,1559.6251496753953,0,2,82,78,,,,,,,,
,18-00,11.6,76,0.9,1374.2783927574499,0,2,82,78,,,,,,,,
,19-00,11.6,45,0.9,813.7174693958585,0,2,81,84,,,,,,,,
,20-00,11.6,51,0.9,922.213131981973,0,2,81,84,,,,,,,,
,21-00,11.7,50,0.9,911.9247501850137,0,2,81,84,,,,,,,,
,22-00,11.7,48,0.9,875.4477601776132,0,2,80,85,,,,,,,,
,23-00,11.7,46,0.9,838.9707701702126,0,2,80,85,,,,,,,,
,24-00,11.7,42,0.9,766.0167901554116,0,2,80,85,,,,,,,,
2021-06-25,01-00,11.7,38,0.96,739.2669974833177,0,2,83,67,,,,,,,,
,02-00,11.7,38,0.96,739.2669974833177,0,2,83,67,,,,,,,,
,03-00,11.7,36,0.96,700.3582081420905,0,2,83,67,,,,,,,,
,04-00,11.7,36,0.96,700.3582081420905,0,2,88,59,,,,,,,,
,05-00,11.7,36,0.96,700.3582081420905,0,2,88,59,,,,,,,,
,06-00,11.2,82,0.96,1527.0868432044063,0,2,88,59,,,,,,,,
,07-00,11.2,112,0.96,2085.7771516938233,0,2,90,49,,,,,,,,
,08-00,11.2,116,0.96,2160.2691928257454,0,2,90,49,,,,,,,,
,09-00,11.5,116,0.96,2218.133546205007,0,2,90,49,,,,,,,,
,10-00,11.7,100,0.96,1945.4394670613626,0,2,90,53,,,,,,,,
,11-00,11.5,102,0.96,1950.427773387161,0,2,90,53,,,,,,,,
,12-00,11.5,105,0.96,2007.7932961338422,0,2,90,53,,,,,,,,
,13-00,11.6,105,0.96,2025.2523682741366,0,2,85,78,,,,,,,,
,14-00,11.7,95,0.96,1848.1674937082944,0,2,85,78,,,,,,,,
,15-00,11.6,90,0.96,1735.9306013778314,0,2,85,78,,,,,,,,
,16-00,11.6,95,0.96,1832.3711903432663,0,2,83,76,,,,,,,,
,17-00,11.6,90,0.96,1735.9306013778314,0,2,83,76,,,,,,,,
,18-00,11.7,80,0.96,1556.35157364909,0,2,83,76,,,,,,,,
,19-00,11.6,50,0.96,964.4058896543507,0,2,80,86,,,,,,,,
,20-00,11.6,55,0.96,1060.8464786197858,0,2,80,86,,,,,,,,
,21-00,11.6,54,0.96,1041.5583608266988,0,2,80,86,,,,,,,,
,22-00,11.7,46,0.96,894.9021548482268,0,2,82,78,,,,,,,,
,23-00,11.7,44,0.96,855.9933655069996,0,2,82,78,,,,,,,,
,24-00,11.7,40,0.96,778.175786824545,0,2,82,78,,,,,,,,
2021-06-26,01-00,11.6,40,0.98,787.5981432177198,0,2,86,73,,,,,,,,
,02-00,11.6,40,0.98,787.5981432177198,0,2,86,73,,,,,,,,
,03-00,11.6,38,0.98,748.2182360568338,0,2,86,73,,,,,,,,
,04-00,11.6,38,0.98,748.2182360568338,0,2,90,60,,,,,,,,
,05-00,11.4,82,0.98,1586.7386730170788,0,2,90,60,,,,,,,,
,06-00,11.4,85,0.98,1644.7900878835571,0,2,90,60,,,,,,,,
,07-00,11.4,92,0.98,1780.2433892386737,0,2,80,91,,,,,,,,
